SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
148,DC:A6:32:55:FC:3E,2020-07-17 04:23:50.416135,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-63
149,98:04:ED:C0:E4:41,2020-07-17 04:23:51.038614,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-91
150,DC:A6:32:55:FC:3E,2020-07-17 04:23:51.038614,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-66
151,DC:A6:32:55:FC:3E,2020-07-17 04:23:52.033667,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-64
152,98:04:ED:C0:E4:41,2020-07-17 04:23:52.033667,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-91
153,DC:A6:32:55:FC:3E,2020-07-17 04:23:53.270603,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-63
154,98:04:ED:C0:E4:41,2020-07-17 04:23:53.270603,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-94
155,98:04:ED:C0:E4:41,2020-07-17 04:23:54.094984,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-91
156,DC:A6:32:55:FC:3E,2020-07-17 04:23:54.094984,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-66
157,98:04:ED:C0:E4:41,2020-07-17 04:23:55.127575,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-91
158,DC:A6:32:55:FC:3E,2020-07-17 04:23:55.127575,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-65
159,98:04:ED:C0:E4:41,2020-07-17 04:23:56.150641,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-95
160,DC:A6:32:55:FC:3E,2020-07-17 04:23:56.150641,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-65
161,DC:A6:32:55:FC:3E,2020-07-17 04:23:57.203822,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-66
162,98:04:ED:C0:E4:41,2020-07-17 04:23:57.203822,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-92
163,98:04:ED:C0:E4:41,2020-07-17 04:23:58.037524,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-92
164,DC:A6:32:55:FC:3E,2020-07-17 04:23:58.037524,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-76
165,98:04:ED:C0:E4:41,2020-07-17 04:23:59.233851,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-91
166,DC:A6:32:55:FC:3E,2020-07-17 04:23:59.233851,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-74
167,98:04:ED:C0:E4:41,2020-07-17 04:24:00.148844,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-90
168,DC:A6:32:55:FC:3E,2020-07-17 04:24:00.148844,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-65
169,DC:A6:32:55:FC:3E,2020-07-17 04:24:01.114034,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-66
170,98:04:ED:C0:E4:41,2020-07-17 04:24:01.114034,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-91
171,98:04:ED:C0:E4:41,2020-07-17 04:24:02.325188,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-93
172,DC:A6:32:55:FC:3E,2020-07-17 04:24:02.325188,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-64
173,DC:A6:32:55:FC:3E,2020-07-17 04:24:03.079520,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-64
174,98:04:ED:C0:E4:41,2020-07-17 04:24:03.079520,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-93
175,DC:A6:32:55:FC:3E,2020-07-17 04:24:04.300786,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-62
176,98:04:ED:C0:E4:41,2020-07-17 04:24:04.300786,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-93
177,DC:A6:32:55:FC:3E,2020-07-17 04:24:05.015200,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-71
178,98:04:ED:C0:E4:41,2020-07-17 04:24:05.015200,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-94
179,DC:A6:32:55:FC:3E,2020-07-17 04:24:06.086552,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-70
180,98:04:ED:C0:E4:41,2020-07-17 04:24:06.086552,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-92
181,DC:A6:32:55:FC:3E,2020-07-17 04:24:07.012196,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-62
182,98:04:ED:C0:E4:41,2020-07-17 04:24:07.012196,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-90
183,98:04:ED:C0:E4:41,2020-07-17 04:24:08.045337,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-91
184,DC:A6:32:55:FC:3E,2020-07-17 04:24:08.045337,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-64
185,98:04:ED:C0:E4:41,2020-07-17 04:24:09.007850,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-90
186,DC:A6:32:55:FC:3E,2020-07-17 04:24:09.007850,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-65
187,98:04:ED:C0:E4:41,2020-07-17 04:24:10.055369,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-96
188,DC:A6:32:55:FC:3E,2020-07-17 04:24:10.055369,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-66
189,98:04:ED:C0:E4:41,2020-07-17 04:24:11.049087,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-91
190,DC:A6:32:55:FC:3E,2020-07-17 04:24:11.049087,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-64
191,98:04:ED:C0:E4:41,2020-07-17 04:24:12.234240,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-92
192,DC:A6:32:55:FC:3E,2020-07-17 04:24:12.234240,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-64
193,98:04:ED:C0:E4:41,2020-07-17 04:24:13.234236,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-94
194,DC:A6:32:55:FC:3E,2020-07-17 04:24:13.234236,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-73
195,98:04:ED:C0:E4:41,2020-07-17 04:24:14.056640,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-91
196,DC:A6:32:55:FC:3E,2020-07-17 04:24:14.056640,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-66
197,98:04:ED:C0:E4:41,2020-07-17 04:24:15.010408,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-92
198,DC:A6:32:55:FC:3E,2020-07-17 04:24:15.010408,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-74
199,DC:A6:32:55:FC:3E,2020-07-17 04:24:16.109171,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-65
200,98:04:ED:C0:E4:41,2020-07-17 04:24:16.109171,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-91
201,DC:A6:32:55:FC:3E,2020-07-17 04:24:17.399241,c1286282-cafc-11ea-81a8-dca63255fc3b,1,1,1,-66
202,98:04:ED:C0:E4:41,2020-07-17 04:24:17.399241,74278bda-b644-4520-8f0c-720eaf059935,1,28336,197,-92
